 TASK CREATE TIMESTAMP, TASK CODE,ITEM NUMBER,RAN NUMBER, TAG NUMBER, TASK COMPLETION SECONDS, TASK CREATE USER NAME, TASK SUPERVISOR NAME
2024-09-11 14:53:16.000 Z,REPL,16439601894,IS5172583,M229020,40,Q5207038,S1 Tophat DS
2024-09-11 14:53:41.000 Z,REPL,96373853132,KZ7654372,54542549,63,Q7393812,S1 Tophat DS
2024-09-11 14:54:00.000 Z,REPL,985R0901416,AP9340699,4780048,162,Q4289575,S1 Tophat DS
2024-09-11 14:54:08.000 Z,REPL,54464897965,ZU2858053,AFK710,144,Q6522304,S1 Tophat DS
2024-09-11 14:54:18.000 Z,REPL,24095537804,XY1869143,GN83E0098,47,Q5207038,S1 Tophat DS
2024-09-11 14:54:19.000 Z,REPL,82858574663,DT3499312,20094646,210,Q7891447,S1 Tophat DS
2024-09-11 14:54:27.000 Z,REPL,55240737678,FG7192672,99253560,13,Q3173502,S1 Tophat DS
2024-09-11 14:55:36.000 Z,REPL,24126949676,RTB0516026,GN7TE006,91,Q7393812,S1 Tophat DS
2024-09-11 14:55:43.000 Z,REPL,24052216001,GN9793784,M254827,44,Q6195876,S1 Tophat DS
2024-09-11 14:55:50.000 Z,REPL,96930770182,HH3677696,39935221,53,Q6522304,S1 Tophat DS
2024-09-11 14:56:26.000 Z,REPL,80654897119,YR6850172,M244907,33,Q5207038,S1 Tophat DS
2024-09-11 14:57:20.000 Z,REPL,25ZE1326346,UE3648458,M245762,12,Q6846774,S1 Tophat DS
2024-09-11 14:58:03.000 Z,REPL,80654897119,JW4428862,M251376,94,Q5207038,S1 Tophat DS
2024-09-11 14:59:37.000 Z,REPL,24068428655,IS3439588,X7347934,137,Q4289575,S1 Tophat DS
2024-09-11 14:59:53.000 Z,REPL,80611714635,KZ3523206,E1032530,179,Q7393812,S1 Tophat DS
2024-09-11 14:59:59.000 Z,REPL,96321245118,AP9317642,27871381,80,Q6846774,S1 Tophat DS
2024-09-11 15:00:09.000 Z,REPL,28228457501,ZU2968366,905401,212,Q3173502,S1 Tophat DS
2024-09-11 15:00:25.000 Z,REPL,80961741501,XY4831392,2895616,118,Q7891447,S1 Tophat DS
2024-09-11 15:00:48.000 Z,REPL,28533944917,DT5178417,9052935,109,Q1289652,S1 Tophat DS
2024-09-11 15:00:51.000 Z,REPL,68421231535,FG3057472,8654667,167,Q1762779,S1 Tophat DS
2024-09-11 15:01:03.000 Z,REPL,28533944917,RTB4482222,9052934,11,Q1289652,S1 Tophat DS
2024-09-11 15:01:19.000 Z,REPL,284Z0365661,GN1297758,GN83E00M7,172,Q6195876,S1 Tophat DS
2024-09-11 15:02:15.000 Z,REPL,41161695585,HH4135714,4GG027,336,Q6212477,Inventory Control AS
2024-09-11 15:02:48.000 Z,REPL,80640194827,YR8738792,M248604,19,Q3173502,S1 Tophat DS
2024-09-11 15:03:39.000 Z,REPL,88884871155,UE1110529,1691895,19,Q6846774,S1 Tophat DS
2024-09-11 15:03:53.000 Z,REPL,98836657433,JW6679858,15118026,9,Q7852643,S1 Tophat DS
2024-09-11 15:04:43.000 Z,REPL,82640941391,IS9330229,E1030099,14,Q3173502,S1 Tophat DS
2024-09-11 15:05:04.000 Z,REPL,76804437968,KZ0339733,82034745,42,Q6846774,S1 Tophat DS
2024-09-11 15:05:29.000 Z,REPL,96931878652,AP4623316,39916757,28,Q6212477,Inventory Control AS
2024-09-11 15:05:47.000 Z,REPL,80821637548,ZU1044615,AFCCW5,306,Q7891447,S1 Tophat DS
2024-09-11 15:06:17.000 Z,REPL,96941601598,XY2402045,700724,245,Q1762779,S1 Tophat DS
2024-09-11 15:06:18.000 Z,REPL,82646952142,DT3783046,M245014,261,Q7393812,S1 Tophat DS
2024-09-11 15:07:01.000 Z,REPL,16588880948,FG1328577,A74521,218,Q6195876,S1 Tophat DS
2024-09-11 15:07:21.000 Z,REPL,24127077534,RTB5606216,M254821,11,Q7852643,S1 Tophat DS
2024-09-11 15:08:25.000 Z,REPL,24125477295,GN5135688,GN84E005H,13,Q7852643,S1 Tophat DS
2024-09-11 15:09:10.000 Z,REPL,73919432335,HH0563454,M255228,215,Q4289575,S1 Tophat DS
2024-09-11 15:09:28.000 Z,REPL,96301469167,YR4646002,54553339,115,Q7891447,S1 Tophat DS
2024-09-11 15:10:04.000 Z,REPL,96941935069,UE9942384,2248579,15,Q6212477,Inventory Control AS
2024-09-11 15:10:10.000 Z,REPL,96033030762,JW8520489,1571769,9,Q6195876,S1 Tophat DS
2024-09-11 15:10:37.000 Z,REPL,22365045602,IS3660652,1528166,137,Q3173502,S1 Tophat DS
2024-09-11 15:10:47.000 Z,REPL,80640343936,KZ7306196,M253636,13,Q7852643,S1 Tophat DS
2024-09-11 15:11:08.000 Z,REPL,26915883426,AP8130193,1424905,281,Q1762779,S1 Tophat DS
2024-09-11 15:11:08.000 Z,REPL,82945054698,ZU1530069,M250720,277,Q7393812,S1 Tophat DS
2024-09-11 15:11:41.000 Z,REPL,78120972737,XY9329992,309192,127,Q6846774,S1 Tophat DS
2024-09-11 15:12:47.000 Z,REPL,27830102911,DT5074492,1814053,121,Q4289575,S1 Tophat DS
2024-09-11 15:13:55.000 Z,REPL,28442229393,FG3137601,40779,67,Q1762779,S1 Tophat DS
2024-09-11 15:14:05.000 Z,REPL,28176545017,RTB8797291,8605627,267,Q7891447,S1 Tophat DS
2024-09-11 15:14:15.000 Z,REPL,68270191382,GN8099042,700985,101,Q1289652,S1 Tophat DS
2024-09-11 15:14:18.000 Z,REPL,24125936344,HH0086528,GN7UE00CI,9,Q7852643,S1 Tophat DS
2024-09-11 15:14:25.000 Z,REPL,24095928175,YR2452195,GN84E005C,29,Q6846774,S1 Tophat DS
2024-09-11 15:15:04.000 Z,REPL,78121351055,UE2663326,309732,141,Q7393812,S1 Tophat DS
2024-09-11 15:16:16.000 Z,REPL,62242773245,JW6117107,A6JAW2,149,Q6212477,Inventory Control AS
2024-09-11 15:16:47.000 Z,REPL,25560193323,IS9247214,AFS479,157,Q1762779,S1 Tophat DS
2024-09-11 15:16:57.000 Z,REPL,284B9428414,KZ7135424,A6T428,41,Q6846774,S1 Tophat DS
2024-09-11 15:17:01.000 Z,REPL,80640342263,AP9519119,M251942,23,Q7852643,S1 Tophat DS
2024-09-11 15:17:55.000 Z,REPL,68210117497,ZU3493664,356458,34,Q1289652,S1 Tophat DS
2024-09-11 15:18:07.000 Z,REPL,90870432532,XY7093282,AFK293,253,Q7195669,S1 Tophat DS
2024-09-11 15:18:23.000 Z,REPL,68411798908,DT1532377,39848996,0,Q6522304,S1 Tophat DS
2024-09-11 15:18:24.000 Z,REPL,91392962683,FG7577684,MD699323,12,Q6846774,S1 Tophat DS
2024-09-11 15:19:19.000 Z,REPL,28881615665,RTB3216839,9026761,9,Q7852643,S1 Tophat DS
2024-09-11 15:19:37.000 Z,REPL,18793255225,GN4568112,2252624,59,Q4289575,S1 Tophat DS
2024-09-11 15:19:58.000 Z,REPL,48950018649,HH2082503,22404,7,Q6846774,S1 Tophat DS
2024-09-11 15:21:10.000 Z,REPL,96400119689,YR5189072,691369MX,150,Q6522304,S1 Tophat DS
2024-09-11 15:21:10.000 Z,REPL,82292483045,UE1830337,1425504,12,Q7852643,S1 Tophat DS
2024-09-11 15:21:55.000 Z,REPL,62227709483,JW7797921,1425206,10,Q6846774,S1 Tophat DS
2024-09-11 15:22:05.000 Z,REPL,292A2831252,IS8558247,VJBAG0001,201,Q6212477,Inventory Control AS
2024-09-11 15:23:16.000 Z,REPL,96400523989,KZ0137904,678918MX,47,Q6522304,S1 Tophat DS
2024-09-11 15:23:18.000 Z,REPL,82700979234,AP6543319,26580000,474,Q7891447,S1 Tophat DS
2024-09-11 15:23:46.000 Z,REPL,28452969364,ZU5929287,A74544,16,Q6846774,S1 Tophat DS
2024-09-11 15:25:52.000 Z,REPL,24105356907,XY6762502,P0055716,12,Q6212477,Inventory Control AS
2024-09-11 15:29:56.000 Z,REPL,96930248161,DT5346143,39945208,9,Q0568723,S1 Tophat DS
2024-09-11 15:30:56.000 Z,REPL,92480430625,FG2968664,VJ5AK3202,10,Q6212477,Inventory Control AS
2024-09-11 15:34:24.000 Z,REPL,96941493153,RTB5436757,2248566,48,Q6212477,Inventory Control AS
2024-09-11 15:37:48.000 Z,REPL,80291592677,GN1588095,309769,13,Q6212477,Inventory Control AS
2024-09-11 15:44:02.000 Z,REPL,24382915638,HH9637697,VJ8AK4001,22,Q6212477,Inventory Control AS
2024-09-11 15:59:12.000 Z,REPL,82821447024,YR6304214,AG9989,19,Q6212477,Inventory Control AS
2024-09-11 16:47:57.000 Z,REPL,82431066202,UE7056751,AFS460,417,Q6212477,Inventory Control AS
2024-09-11 16:51:36.000 Z,REPL,62256821077,JW8794756,M255164,15,Q6212477,Inventory Control AS
2024-09-11 16:54:43.000 Z,REPL,24125921367,IS6591499,GN84E00A7,12,Q6212477,Inventory Control AS
2024-09-11 16:59:02.000 Z,REPL,80834952326,KZ7294819,M254099,10,Q6212477,Inventory Control AS
2024-09-11 17:02:01.000 Z,REPL,24093789814,AP5104877,GN84E00AM,10,Q6212477,Inventory Control AS
2024-09-11 17:04:09.000 Z,REPL,24125847113,ZU4503152,GN84E00A8,9,Q6212477,Inventory Control AS
2024-09-11 17:05:26.000 Z,REPL,24033151251,XY5925886,GN84E00AY,8,Q6212477,Inventory Control AS
2024-09-11 17:13:11.000 Z,REPL,27760188776,DT6938326,AGGC29,13,Q6212477,Inventory Control AS
2024-09-11 17:17:43.000 Z,REPL,68421889942,FG7121089,8658883,11,Q6212477,Inventory Control AS
2024-09-11 17:22:45.000 Z,REPL,25560000033,RTB9266578,AGB472,11,Q6212477,Inventory Control AS
2024-09-11 17:28:04.000 Z,REPL,25560000033,GN3976613,AFS711,105,Q6212477,Inventory Control AS
2024-09-11 17:31:03.000 Z,REPL,68170619968,HH3122541,3031981,16,Q6212477,Inventory Control AS
2024-09-11 17:39:43.000 Z,REPL,96400313495,YR3470629,684579MX,191,Q6212477,Inventory Control AS
2024-09-11 17:41:21.000 Z,REPL,68104407738,UE5991298,8654653,10,Q6212477,Inventory Control AS
2024-09-11 17:45:34.000 Z,REPL,87824921835,JW1835842,1696213,24,Q6212477,Inventory Control AS
2024-09-11 18:47:07.000 Z,REPL,96920150719,IS6225824,6224399,8,Q6212477,Inventory Control AS
2024-09-11 18:49:49.000 Z,REPL,96930036768,KZ8550403,39873800,9,Q6212477,Inventory Control AS
2024-09-11 18:53:23.000 Z,REPL,96941702687,AP0108973,700310,11,Q6212477,Inventory Control AS
2024-09-11 19:00:37.000 Z,REPL,28061442187,ZU9407308,5195032,11,Q6212477,Inventory Control AS
2024-09-11 19:06:30.000 Z,REPL,768A1569192,XY7572411,11725079,175,Q6212477,Inventory Control AS
2024-09-11 19:08:31.000 Z,REPL,73966744449,DT7193271,M255589,9,Q6212477,Inventory Control AS
2024-09-11 19:13:19.000 Z,REPL,17224116057,FG8989133,2274430,12,Q6212477,Inventory Control AS
2024-09-11 19:17:06.000 Z,REPL,18791179093,RTB4043847,8553295,10,Q6212477,Inventory Control AS
2024-09-11 19:20:37.000 Z,REPL,63131388276,GN1911453,M186824,11,Q6212477,Inventory Control AS
2024-09-11 19:26:54.000 Z,REPL,73873088647,HH8788714,35329141,10,Q6212477,Inventory Control AS
2024-09-11 19:32:25.000 Z,REPL,14952771226,YR2016059,A6R826,127,Q6212477,Inventory Control AS
2024-09-11 19:34:59.000 Z,REPL,96988799491,UE4072647,8658888,9,Q6212477,Inventory Control AS
2024-09-11 19:38:37.000 Z,REPL,96924305239,JW6964929,8658873,9,Q6212477,Inventory Control AS
2024-09-11 19:42:15.000 Z,REPL,28156429591,IS8795942,R0W053OX,9,Q6212477,Inventory Control AS
2024-09-11 19:46:20.000 Z,REPL,28228039517,KZ8365188,910401,9,Q6212477,Inventory Control AS
2024-09-11 19:52:22.000 Z,REPL,28228001967,AP7717629,M254172,11,Q6212477,Inventory Control AS
2024-09-11 19:55:43.000 Z,REPL,28228049618,ZU0921003,828402,10,Q6212477,Inventory Control AS
2024-09-11 20:36:17.000 Z,REPL,77030597241,XY8434168,T526016,13,Q6212477,Inventory Control AS
2024-09-11 20:38:16.000 Z,REPL,16439601894,DT0426576,M255326,15,Q6212477,Inventory Control AS
2024-09-11 20:43:33.000 Z,REPL,86868461359,FG4404818,M185514,15,Q6212477,Inventory Control AS
2024-09-11 21:00:14.000 Z,REPL,24083543299,RTB3307979,GN88E00H,9,Q6212477,Inventory Control AS
2024-09-11 21:04:44.000 Z,REPL,24272902976,GN1834901,T527513,9,Q6212477,Inventory Control AS
2024-09-11 21:07:01.000 Z,RREP,98581340176,HH7323542,64938940,0,Q6676358,
2024-09-11 21:07:02.000 Z,RREP,281H0652077,YR0815857,AGGC77,0,Q6676358,
2024-09-11 21:07:02.000 Z,RREP,92182558271,UE9616391,830230,0,Q6676358,
2024-09-11 21:07:06.000 Z,REPL,28177880767,JW7086778,8653295,9,Q6212477,Inventory Control AS
2024-09-11 21:10:08.000 Z,REPL,740D0753327,IS3522602,V7I095501,11,Q6212477,Inventory Control AS
2024-09-11 21:10:51.000 Z,REPL,740D0753327,KZ4350651,V7I095701,12,Q6212477,Inventory Control AS
2024-09-11 21:11:17.000 Z,REPL,740D0753327,AP7690928,V7I095601,12,Q6212477,Inventory Control AS
2024-09-11 21:14:58.000 Z,REPL,55315386576,ZU8158825,VJ8BU7501,13,Q6212477,Inventory Control AS
2024-09-11 21:16:40.000 Z,REPL,25320265534,XY7736598,15307518,129,Q8952449,S1 Tophat NS
2024-09-11 21:17:35.000 Z,REPL,25320265534,DT2212286,15307520,25,Q8952449,S1 Tophat NS
2024-09-11 21:18:13.000 Z,REPL,25320265534,FG3483758,15307519,32,Q8952449,S1 Tophat NS
2024-09-11 21:18:42.000 Z,REPL,1125714246,RTB3450589,9050228,89,Q7107727,S1 Tophat NS
2024-09-11 21:19:02.000 Z,REPL,1125714246,GN7568515,9050227,13,Q7107727,S1 Tophat NS
2024-09-11 21:20:52.000 Z,REPL,28177669436,HH9395115,8629564,12,Q8399589,S1 Tophat NS
2024-09-11 21:21:24.000 Z,REPL,26439785192,YR8092231,80003884,132,Q8952449,S1 Tophat NS
2024-09-11 21:22:05.000 Z,REPL,1125714246,UE0901725,9040074,66,Q7107727,S1 Tophat NS
2024-09-11 21:22:20.000 Z,REPL,55315386576,JW2270936,VJ5CR2401,14,Q6212477,Inventory Control AS
2024-09-11 21:22:53.000 Z,REPL,28533316201,IS5260011,T433255,152,Q2957111,S1 Tophat NS
2024-09-11 21:23:02.000 Z,REPL,27924213765,KZ4681741,80003889,50,Q7592653,S1 Tophat NS
2024-09-11 21:23:55.000 Z,REPL,28156969124,AP0518388,R0K0AAW9,325,Q6505048,S1 Tophat NS
2024-09-11 21:24:14.000 Z,REPL,62090209088,ZU0318841,20088674,12,Q8399589,S1 Tophat NS
2024-09-11 21:24:45.000 Z,REPL,84895958947,XY4877014,X6SBT3201,147,Q7107727,S1 Tophat NS
2024-09-11 21:25:03.000 Z,REPL,84895958947,DT6427745,X6RAI7201,9,Q7107727,S1 Tophat NS
2024-09-11 21:25:04.000 Z,REPL,544L6614795,FG3654565,475725,12,Q6212477,Inventory Control AS
2024-09-11 21:25:16.000 Z,REPL,285E5454438,RTB2319611,M253859,79,Q2957111,S1 Tophat NS
2024-09-11 21:25:32.000 Z,REPL,80498553084,GN2633306,M248265,91,Q4685527,S1 Tophat NS
2024-09-11 21:25:52.000 Z,REPL,90910003023,HH9827123,M252769,80,Q0408031,S1 Tophat NS
2024-09-11 21:26:19.000 Z,REPL,748S7461429,YR7988671,472750,48,Q8399589,S1 Tophat NS
2024-09-11 21:26:46.000 Z,REPL,90903180076,UE3042559,M255492,122,Q7853685,S1 Tophat NS
2024-09-11 21:26:57.000 Z,REPL,82859711309,JW8943115,20093676,102,Q6505048,S1 Tophat NS
2024-09-11 21:27:03.000 Z,REPL,96941106169,IS4072974,39944183,190,Q0070375,S1 Tophat NS
2024-09-11 21:27:50.000 Z,REPL,25554053993,KZ8101197,5569348,82,Q2957111,S1 Tophat NS
2024-09-11 21:28:26.000 Z,REPL,80498553084,AP4021669,8232495,8,Q4685527,S1 Tophat NS
2024-09-11 21:28:44.000 Z,REPL,80498553084,ZU7523997,8232492,9,Q4685527,S1 Tophat NS
2024-09-11 21:29:00.000 Z,REPL,78818677433,XY6311677,M251389,13,Q7853685,S1 Tophat NS
2024-09-11 21:29:06.000 Z,REPL,28932150064,DT1634914,7001304,42,Q6212477,Inventory Control AS
2024-09-11 21:29:46.000 Z,REPL,90441291574,FG2743638,35329663,285,Q7592653,S1 Tophat NS
2024-09-11 21:29:52.000 Z,REPL,90895590021,RTB5175689,X78BB8001,209,Q7107727,S1 Tophat NS
2024-09-11 21:29:53.000 Z,REPL,24239279442,GN2748143,T528684,119,Q8399589,S1 Tophat NS
2024-09-11 21:31:03.000 Z,REPL,081B4165557,HH8039888,M253956,543,Q2561814,S1 Tophat NS
2024-09-11 21:31:14.000 Z,REPL,28533316201,YR8398209,T519626,137,Q2957111,S1 Tophat NS
2024-09-11 21:32:02.000 Z,REPL,98581364139,UE8445223,15117471,124,Q7853685,S1 Tophat NS
2024-09-11 21:32:17.000 Z,REPL,82701241283,JW1581625,26590000,149,Q6505048,S1 Tophat NS
2024-09-11 21:32:21.000 Z,REPL,80654897119,IS7010484,M253652,83,Q4685527,S1 Tophat NS
2024-09-11 21:32:44.000 Z,REPL,284B7959036,KZ5540392,GN84E00B2,65,Q6212477,Inventory Control AS
2024-09-11 21:33:40.000 Z,REPL,96941171353,AP8957031,703545,842,Q9306198,
2024-09-11 21:34:30.000 Z,REPL,768H4835607,ZU8777868,M255569,69,Q7577709,S1 Tophat NS
2024-09-11 21:34:50.000 Z,REPL,90570610228,XY6042701,17030668,139,Q2957111,S1 Tophat NS
2024-09-11 21:35:00.000 Z,REPL,73966421845,DT8092438,M252621,153,Q4685527,S1 Tophat NS
2024-09-11 21:35:00.000 Z,REPL,87824389701,FG4143126,T528179,102,Q2872652,S1 Tophat NS
2024-09-11 21:35:04.000 Z,REPL,281H3595706,RTB0665772,AGGC78,86,Q7853685,S1 Tophat NS
2024-09-11 21:35:10.000 Z,REPL,96374108409,GN2865641,54476301,72,Q6505048,S1 Tophat NS
2024-09-11 21:36:13.000 Z,REPL,11298771451,HH2271952,9040168,68,Q8399589,S1 Tophat NS
2024-09-11 21:36:20.000 Z,REPL,64838030387,YR5625752,10751276,10,Q6212477,Inventory Control AS
2024-09-11 21:36:27.000 Z,REPL,90895590021,UE3042035,X6RAJ1901,16,Q9873799,S1 Tophat NS
2024-09-11 21:36:44.000 Z,REPL,90895590021,JW7276908,X6SBW4601,11,Q9873799,S1 Tophat NS
2024-09-11 21:37:07.000 Z,REPL,28533316201,IS1124218,T513402,63,Q4685527,S1 Tophat NS
2024-09-11 21:37:16.000 Z,REPL,80640019944,KZ7335482,M244997,126,Q7577709,S1 Tophat NS
2024-09-11 21:37:28.000 Z,REPL,96930770182,AP8228085,39937822,282,Q2561814,S1 Tophat NS
2024-09-11 21:38:15.000 Z,REPL,281H0652077,ZU5517931,AGGC77,114,Q9306198,
2024-09-11 21:38:25.000 Z,REPL,88884108656,XY7672732,70080685,13,Q2872652,S1 Tophat NS
2024-09-11 21:38:30.000 Z,REPL,14460018284,DT8575384,51842,84,Q7107727,S1 Tophat NS
2024-09-11 21:38:50.000 Z,REPL,21501550831,FG8214513,63327884,165,Q7853685,S1 Tophat NS
2024-09-11 21:39:18.000 Z,REPL,90970135234,RTB7582367,M255673,127,Q4685527,S1 Tophat NS
2024-09-11 21:39:39.000 Z,REPL,28023099139,GN5607541,M255634,10,Q6212477,Inventory Control AS
2024-09-11 21:39:54.000 Z,REPL,244G0407089,HH8603344,473974,179,Q8952449,S1 Tophat NS
2024-09-11 21:40:02.000 Z,REPL,78819872171,YR6598701,M251391,13,Q7853685,S1 Tophat NS
2024-09-11 21:40:23.000 Z,REPL,80640019944,UE5212082,M236021,11,Q7577709,S1 Tophat NS
2024-09-11 21:40:47.000 Z,REPL,620E6343394,JW8069896,1425715,14,Q9873799,S1 Tophat NS
2024-09-11 21:41:14.000 Z,REPL,90570610228,IS3578309,17066195,272,Q2957111,S1 Tophat NS
2024-09-11 21:41:37.000 Z,REPL,92185963142,KZ8726399,830277,86,Q8399589,S1 Tophat NS
2024-09-11 21:41:56.000 Z,REPL,63820309183,AP9762767,14500032,48,Q7853685,S1 Tophat NS
2024-09-11 21:42:27.000 Z,REPL,77030597241,ZU5970231,T528698,184,Q4685527,S1 Tophat NS
2024-09-11 21:42:31.000 Z,REPL,65622034262,XY9290118,18856,11,Q8399589,S1 Tophat NS
2024-09-11 21:42:32.000 Z,REPL,74362852981,DT3548049,M014835,152,Q8952449,S1 Tophat NS
2024-09-11 21:42:39.000 Z,REPL,96374777215,FG7360142,54519955,213,Q6505048,S1 Tophat NS
2024-09-11 21:42:56.000 Z,REPL,11298999937,RTB4238052,T525656,71,Q7107727,S1 Tophat NS
2024-09-11 21:43:05.000 Z,REPL,82859606728,GN1086326,20096830,85,Q7577709,S1 Tophat NS
2024-09-11 21:43:43.000 Z,REPL,284A1130784,HH4040131,VIQBG6501,16,Q2872652,S1 Tophat NS
2024-09-11 21:43:47.000 Z,REPL,25230688611,YR6274866,VJFAQ1401,44,Q7853685,S1 Tophat NS
2024-09-11 21:44:03.000 Z,REPL,25230688611,UE8103067,VJFAQ1501,11,Q7853685,S1 Tophat NS
2024-09-11 21:44:17.000 Z,REPL,25230688611,JW3066357,VJFAQ1301,10,Q7853685,S1 Tophat NS
2024-09-11 21:44:30.000 Z,REPL,284A1130784,IS9688246,VIQBG6701,31,Q2872652,S1 Tophat NS
2024-09-11 21:44:39.000 Z,REPL,82217660027,KZ3270229,M285192,87,Q7577709,S1 Tophat NS
2024-09-11 21:44:42.000 Z,REPL,92182558271,AP0731168,830230,113,Q9306198,
2024-09-11 21:44:49.000 Z,REPL,284A1130784,ZU6537483,VIQBG6401,12,Q2872652,S1 Tophat NS
2024-09-11 21:45:09.000 Z,REPL,284A1130784,XY8040409,VIQBG6301,12,Q2872652,S1 Tophat NS
2024-09-11 21:45:36.000 Z,REPL,25230688611,DT7734306,T527514,9,Q7853685,S1 Tophat NS
2024-09-11 21:45:42.000 Z,REPL,16588945113,FG4459997,A6JAX1,18,Q9873799,S1 Tophat NS
2024-09-11 21:46:36.000 Z,REPL,68414843736,RTB0352144,8658867,118,Q7107727,S1 Tophat NS
2024-09-11 21:47:10.000 Z,REPL,96374549695,GN3435036,54493598,26,Q6505048,S1 Tophat NS
2024-09-11 21:47:11.000 Z,REPL,638A2704863,HH0380146,M253722,14,Q7853685,S1 Tophat NS
2024-09-11 21:47:13.000 Z,REPL,26490425404,YR2889659,T528691,13,Q2872652,S1 Tophat NS
2024-09-11 21:47:32.000 Z,REPL,28438478696,UE3435426,433138065,124,Q4685527,S1 Tophat NS
2024-09-11 21:47:38.000 Z,REPL,26490425404,JW3737251,T528691,9,Q2872652,S1 Tophat NS
2024-09-11 21:47:55.000 Z,REPL,24138722671,IS0295759,A6JB26,141,Q2561814,S1 Tophat NS
2024-09-11 21:48:06.000 Z,REPL,90441291574,KZ8227981,35329664,97,Q7592653,S1 Tophat NS
2024-09-11 21:48:29.000 Z,REPL,78818677433,AP8975625,M253255,17,Q7853685,S1 Tophat NS
2024-09-11 21:48:35.000 Z,REPL,90910003023,ZU1898234,M254967,70,Q0408031,S1 Tophat NS
2024-09-11 21:49:11.000 Z,REPL,284H6267955,XY5365019,1425709,43,Q7577709,S1 Tophat NS
2024-09-11 21:49:17.000 Z,REPL,92490449955,DT3268909,VJ5AK3502,43,Q6212477,Inventory Control AS
2024-09-11 21:49:25.000 Z,REPL,96210316757,FG4109936,3407107,406,Q8952449,S1 Tophat NS
2024-09-11 21:49:47.000 Z,REPL,92450532551,RTB7834022,VJFBQ9601,21,Q2872652,S1 Tophat NS
2024-09-11 21:49:51.000 Z,REPL,27831353693,GN9711916,1815298,7,Q8399589,S1 Tophat NS
2024-09-11 21:50:14.000 Z,REPL,14460035118,HH1039018,778940726,110,Q7107727,S1 Tophat NS
2024-09-11 21:50:23.000 Z,REPL,969J5185227,YR1462382,39943205,10,Q9873799,S1 Tophat NS
2024-09-11 21:50:30.000 Z,REPL,74597297013,UE0317248,M255427,99,Q2561814,S1 Tophat NS
2024-09-11 21:50:31.000 Z,REPL,285E1498693,JW6912882,15102579,16,Q7853685,S1 Tophat NS
2024-09-11 21:51:14.000 Z,REPL,74597297013,IS6398337,M255429,25,Q2561814,S1 Tophat NS
2024-09-11 21:51:22.000 Z,REPL,24239500912,KZ2490404,A5NAQ1,16,Q2872652,S1 Tophat NS
2024-09-11 21:51:48.000 Z,REPL,28438478696,AP3841529,433137847,21,Q4685527,S1 Tophat NS
2024-09-11 21:51:49.000 Z,REPL,82640370912,ZU5877962,M248360,121,Q6505048,S1 Tophat NS
2024-09-11 21:52:03.000 Z,REPL,27500657443,XY8256723,VISCN2501,55,Q6212477,Inventory Control AS
2024-09-11 21:52:13.000 Z,REPL,28438478696,DT2632527,433137740,21,Q4685527,S1 Tophat NS
2024-09-11 21:52:33.000 Z,REPL,28438478696,FG0584764,433137862,16,Q4685527,S1 Tophat NS
2024-09-11 21:52:40.000 Z,REPL,62224137597,RTB4422375,T518521,113,Q8952449,S1 Tophat NS
2024-09-11 21:52:50.000 Z,REPL,28438478696,GN7653267,433137846,12,Q4685527,S1 Tophat NS
2024-09-11 21:53:00.000 Z,REPL,80293732577,HH7114646,M255605,128,Q7577709,S1 Tophat NS
2024-09-11 21:53:05.000 Z,REPL,22642929279,YR5437412,T526840,166,Q8399589,S1 Tophat NS
2024-09-11 21:53:17.000 Z,REPL,27500336297,UE8634386,VJGCC3301,54,Q6212477,Inventory Control AS
2024-09-11 21:53:31.000 Z,REPL,22642929279,JW1906396,T524677,22,Q8399589,S1 Tophat NS
2024-09-11 21:53:41.000 Z,REPL,479A7712583,IS0986315,15255630,117,Q2561814,S1 Tophat NS
2024-09-11 21:54:02.000 Z,REPL,73940354755,KZ1540852,A73AO9,19,Q2872652,S1 Tophat NS
2024-09-11 21:54:04.000 Z,REPL,68562859288,AP4274821,8658868,44,Q9873799,S1 Tophat NS
2024-09-11 21:54:14.000 Z,REPL,63130225748,ZU5004315,M186975,102,Q0070375,S1 Tophat NS
2024-09-11 21:54:43.000 Z,REPL,96032823678,XY4296486,1571716,106,Q8952449,S1 Tophat NS
2024-09-11 21:54:48.000 Z,REPL,28533316201,DT6241779,T522576,106,Q2957111,S1 Tophat NS
2024-09-11 21:55:03.000 Z,REPL,65820705073,FG7056942,471393,65,Q7853685,S1 Tophat NS
2024-09-11 21:55:13.000 Z,REPL,28533316201,RTB5248784,T522576,9,Q2957111,S1 Tophat NS
2024-09-11 21:56:06.000 Z,REPL,24272550521,GN6481994,T527624,45,Q8399589,S1 Tophat NS
2024-09-11 21:56:40.000 Z,REPL,11360609508,HH5589743,AG4A73,59,Q0408031,S1 Tophat NS
2024-09-11 21:56:50.000 Z,REPL,88845847513,YR1786947,1618998,86,Q7592653,S1 Tophat NS
2024-09-11 21:57:31.000 Z,REPL,28882878361,UE1640721,7001218,89,Q2957111,S1 Tophat NS
2024-09-11 21:57:45.000 Z,REPL,740D0753327,JW7503278,T526753,148,Q9306198,
2024-09-11 21:57:45.000 Z,REPL,14952513567,IS6192319,A6T385,126,Q0070375,S1 Tophat NS
2024-09-11 21:58:05.000 Z,REPL,80945291338,KZ4235398,M253733,95,Q6505048,S1 Tophat NS
2024-09-11 21:58:21.000 Z,REPL,84957291359,AP9751675,80003867,68,Q7592653,S1 Tophat NS
